,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
5622,-0.18885730491063837,4,5.315415915631919,-0.4196036864428561,0,8,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.35589868105624195,39,<=50K
1605,2.083429844042347,4,1.2237266955423123,-0.4196036864428561,2,1,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
18117,0.17764062233984312,4,-1.0983201459107217,-0.4196036864428561,0,3,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
26900,-1.1417519157618903,4,1.86806236037643,-0.4196036864428561,2,6,0,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,0,<=50K
27285,0.6907377204905172,4,-1.0103041449713435,-0.4196036864428561,2,10,0,4,1,0.8635976465465302,-0.2179980768942208,-0.03151041920840369,39,>50K
31518,-0.04225813401044578,4,1.400452410233482,-3.1378889764039384,3,3,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,26,<=50K
25888,0.10434103688974683,4,2.4291619906361563,-0.4196036864428561,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
28024,-0.5553552321611199,4,0.4431382320179758,-0.03127721644841584,4,12,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
3812,-0.9218531594116014,7,-1.133813534326677,-0.4196036864428561,2,11,0,1,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
14277,0.2509402077899394,1,-1.3016920349307641,1.5220286635293454,2,10,0,4,1,-0.14571521360410045,4.494331319733491,-0.03151041920840369,39,>50K
17260,1.863531087692058,7,0.7578842876337333,1.133702193534905,0,13,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
10554,0.7640373059406136,4,1.029838715930335,-2.3612360364150575,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
10167,-1.2150515012119867,4,0.15057198056897603,-2.749562506409498,4,7,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,26,<=50K
28090,0.47083896414022836,4,-0.6420566765625934,-0.4196036864428561,6,3,4,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
1761,1.9368306731421543,0,0.7252797854502948,-0.4196036864428561,2,0,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
15679,0.47083896414022836,2,-0.00889644004900125,1.5220286635293454,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
21785,0.3242397932400357,4,-1.233080986908489,-0.03127721644841584,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
19123,-1.3616506721121793,4,-1.2058646376653042,-0.4196036864428561,4,9,1,4,0,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
30213,-0.11555771946054208,6,-1.0729188534780982,-0.03127721644841584,0,4,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
31981,-0.9218531594116014,4,-1.2976247872086681,-0.4196036864428561,4,8,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
2472,-0.6286548176112162,4,2.3073631260237604,0.35704925354602446,2,13,2,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,2,>50K
15913,-0.4820556467110236,4,-1.3427731375069822,-0.4196036864428561,4,12,3,2,0,-0.14571521360410045,3.9170585808195812,0.37397490810139417,39,<=50K
6738,-0.18885730491063837,4,0.27302654633283124,0.7453757235404648,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
23275,-1.3616506721121793,4,1.8130119723995548,0.7453757235404648,4,14,3,4,1,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
15728,-0.8485535739615051,4,4.068205805149444,-0.03127721644841584,4,6,3,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
12199,-0.8485535739615051,4,-0.0592618908132751,1.133702193534905,4,4,1,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
7943,-1.4349502575622755,4,0.8737438302220402,-0.03127721644841584,4,8,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
12910,1.350433989541384,4,-0.47960434055971385,-0.4196036864428561,0,8,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.19370455013232282,39,<=50K
14369,-0.8485535739615051,4,-0.3775905454739629,-0.4196036864428561,4,12,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,33,<=50K
26069,0.10434103688974683,4,0.8984419069270114,-0.03127721644841584,2,4,5,4,0,0.9175346176973586,-0.2179980768942208,-0.03151041920840369,39,>50K
20590,-0.9951527448616977,4,-0.45664529734339576,-0.03127721644841584,4,1,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
6371,-0.2621568903607347,4,-1.199744760251683,0.35704925354602446,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
26734,-0.6286548176112162,4,0.8160421288936117,-0.4196036864428561,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
25745,0.17764062233984312,5,-0.4095773581668961,-0.03127721644841584,0,7,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,16,<=50K
26732,0.9106364768408062,4,-0.885198265855935,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
16616,-0.11555771946054208,6,-0.08820777062987475,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.5361690390253133,39,<=50K
8258,-0.2621568903607347,4,9.85284887790059,1.133702193534905,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,0.9416543663351111,39,>50K
7561,-0.2621568903607347,4,-0.25203802934234293,1.133702193534905,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,0.9416543663351111,39,>50K
9795,-0.4820556467110236,2,-0.30287862586854386,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
6168,-1.1417519157618903,4,-0.07262298963866548,-0.03127721644841584,4,1,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
11475,-0.7752539885114088,2,0.88821677013034,-0.03127721644841584,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,1.9959162173405856,39,<=50K
3596,-1.4349502575622755,4,-0.07036129581189243,-0.03127721644841584,4,1,3,2,0,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
6288,-0.4820556467110236,4,0.7937577926592302,-0.03127721644841584,4,4,1,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,23,<=50K
4632,1.4970331604415765,4,-0.7785375452185369,-1.5845830964261771,2,14,0,4,1,-0.14571521360410045,3.461186546655807,-0.03151041920840369,39,>50K
15147,-0.6286548176112162,7,0.4975994392500614,-0.4196036864428561,5,1,4,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
16509,0.10434103688974683,4,-0.8408861720986126,-0.4196036864428561,0,1,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.6802869429040802,39,<=50K
24025,0.10434103688974683,2,0.9588519390984245,0.7453757235404648,0,4,1,4,1,1.0456003491990693,-0.2179980768942208,0.779460235411192,39,>50K
6229,-0.18885730491063837,4,0.0056145115202527445,-0.4196036864428561,4,1,1,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
29926,-0.04225813401044578,6,0.6806255867443849,-0.03127721644841584,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
17680,-1.1417519157618903,4,-0.0922465096062552,-0.4196036864428561,4,8,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
18360,0.6174381350404209,4,0.0802123961428093,1.133702193534905,4,4,1,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
31738,-0.6286548176112162,4,1.1510864114588952,-0.03127721644841584,4,6,1,4,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,<=50K
31676,-0.335456475810831,5,-0.33867610757213246,-0.4196036864428561,4,5,3,4,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,<=50K
10267,-0.8485535739615051,4,-0.03907769884661139,-0.4196036864428561,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
12772,-1.2883510866620829,4,-1.502916265106896,-0.03127721644841584,4,8,3,4,0,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,11,<=50K
5750,0.6174381350404209,4,-0.12942191401943243,-0.4196036864428561,0,4,4,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
8152,0.6907377204905172,4,0.479629426533978,1.133702193534905,2,4,0,1,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,24,>50K
13503,-0.7752539885114088,4,-1.5012817636858666,1.133702193534905,4,6,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
3086,0.397539378690132,4,-0.7458285109674746,-0.4196036864428561,0,7,4,2,0,-0.14571521360410045,-0.2179980768942208,1.2660426281829495,39,<=50K
1906,0.47083896414022836,2,1.4246943470070035,1.5220286635293454,0,10,4,4,0,0.06256447499371398,-0.2179980768942208,0.37397490810139417,39,<=50K
6882,-0.2621568903607347,4,0.03180454591767515,-0.4196036864428561,5,1,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.6802869429040802,39,<=50K
32534,-0.11555771946054208,4,-0.10094167704952135,-0.03127721644841584,0,1,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.11260748467036326,39,<=50K
7673,-0.8485535739615051,4,-0.011243660112921182,1.133702193534905,5,10,1,1,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,30,>50K
19729,0.10434103688974683,1,0.09069411165092138,0.7453757235404648,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
8172,-1.2150515012119867,4,-1.3438279610984605,1.133702193534905,4,5,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
31650,-0.4820556467110236,4,-1.3595647887334863,1.133702193534905,4,1,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
5870,0.9106364768408062,4,1.2425424677146257,-2.3612360364150575,3,3,1,2,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,6,<=50K
22890,-0.04225813401044578,4,2.524162634275863,1.133702193534905,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,1.8337220864166663,39,>50K
19181,-0.7752539885114088,4,-0.7825477754492017,-0.4196036864428561,4,4,1,4,0,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
17302,1.570332745891673,4,-0.5438535504874978,-0.4196036864428561,2,8,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
18030,-0.5553552321611199,4,1.084204894010035,-0.4196036864428561,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
5122,-0.335456475810831,4,-1.3706736966473423,-0.4196036864428561,4,8,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
5126,-1.3616506721121793,4,-0.6934104305116756,-0.4196036864428561,4,7,2,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
29554,0.6907377204905172,6,-1.0230950688824214,-0.03127721644841584,2,4,0,1,1,-0.14571521360410045,-0.2179980768942208,1.9959162173405856,39,<=50K
13623,2.376628185842732,4,0.2190119761169572,-0.4196036864428561,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.35589868105624195,39,<=50K
15034,0.47083896414022836,4,0.1150405804920666,2.298681603518226,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,>50K
4621,-1.5082498430123719,0,0.01290324750821464,-1.1962566264317367,4,0,3,4,1,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,39,<=50K
6809,0.10434103688974683,4,0.00818980154989769,-0.03127721644841584,0,4,2,2,0,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,<=50K
16748,-0.18885730491063837,0,-0.47504294124521357,-0.03127721644841584,0,0,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.6802869429040802,39,<=50K
15745,1.0572356477409988,5,-1.395362270437075,2.298681603518226,0,4,1,4,1,1.8021009445709448,-0.2179980768942208,0.779460235411192,39,>50K
11479,-0.11555771946054208,6,-1.5023080785316292,-0.4196036864428561,2,5,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
2125,-1.068452330311794,4,-0.7645302481569257,-0.4196036864428561,4,12,3,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
8150,0.47083896414022836,4,-0.7196289736548136,1.9103551335237856,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,>50K
28699,1.0572356477409988,6,-0.8393657056604458,-0.4196036864428561,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
29145,-0.04225813401044578,4,0.4280856142801249,1.133702193534905,2,4,5,4,0,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
8717,1.863531087692058,7,-0.7137561720373945,-1.9729095664206173,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
13013,0.9106364768408062,5,-0.8150097339040621,0.7453757235404648,4,12,1,4,0,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,39,<=50K
55,0.3242397932400357,4,0.4583619022301205,-0.03127721644841584,2,13,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
17022,0.2509402077899394,4,0.5963917460699465,1.9103551335237856,2,4,0,4,1,1.9321028750370441,-0.2179980768942208,-0.03151041920840369,39,>50K
302,-0.5553552321611199,4,0.2632385436371328,-0.4196036864428561,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,>50K
27342,1.7902315022419617,4,-0.13287147225102325,-1.5845830964261771,5,7,1,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
22195,0.6907377204905172,4,0.022824291017252734,1.133702193534905,0,6,1,4,1,-0.14571521360410045,-0.2179980768942208,0.21178077717747504,39,<=50K
17660,-0.9218531594116014,4,0.06695582938504288,-0.03127721644841584,2,14,0,2,1,-0.14571521360410045,-0.2179980768942208,1.9959162173405856,39,<=50K
14178,2.376628185842732,0,0.3769314215510521,-0.4196036864428561,6,0,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
29296,0.3242397932400357,4,-0.0870484149707726,1.9103551335237856,2,10,0,4,1,1.9321028750370441,-0.2179980768942208,1.5904308900307877,39,>50K
26631,1.6436323313417691,4,0.36612660692482957,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
13568,1.863531087692058,6,-0.7206077739243835,-0.4196036864428561,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
29721,-1.5082498430123719,4,-0.3564845707291606,-0.03127721644841584,4,8,3,1,1,-0.14571521360410045,-0.2179980768942208,-1.9778399902954333,39,<=50K
4432,0.10434103688974683,6,0.3869474942124756,0.7453757235404648,0,4,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
20028,-0.2621568903607347,4,-0.797657410678484,-0.4196036864428561,2,4,0,4,1,0.5704018033676679,-0.2179980768942208,-0.03151041920840369,39,>50K
20527,1.2038348186411914,0,1.8979205200559297,1.5220286635293454,2,0,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
19262,-1.2150515012119867,4,0.744893802502646,1.133702193534905,4,12,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
12394,0.8373368913907099,7,0.9450442032568226,2.298681603518226,2,10,0,4,1,-0.14571521360410045,4.494331319733491,0.37397490810139417,39,>50K
22877,-0.9218531594116014,5,-0.765166943477908,1.133702193534905,4,4,1,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
29751,0.9106364768408062,6,-1.4956370320341725,-0.8079301564372964,2,8,0,4,1,-0.14571521360410045,-0.2179980768942208,4.753216443047211,39,<=50K
10478,0.5441385495903246,4,1.355075989969443,-0.03127721644841584,2,1,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
10453,0.6907377204905172,6,0.18338554688766234,1.133702193534905,3,12,3,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
5240,-0.9951527448616977,4,-0.07690880441124803,0.7453757235404648,4,13,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
22574,1.4970331604415765,4,1.1247538333328948,0.7453757235404648,6,4,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
10488,-0.5553552321611199,4,1.5863199293841297,1.133702193534905,4,5,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
23321,-1.1417519157618903,4,0.25108431504703727,-0.03127721644841584,4,12,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.35589868105624195,20,<=50K
23624,-1.1417519157618903,4,-0.6753358857279682,0.35704925354602446,4,13,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
16282,-0.04225813401044578,4,-0.7700514419105188,-0.4196036864428561,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
14124,-0.18885730491063837,4,-0.0730316149939228,-0.4196036864428561,4,1,2,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
26329,-0.7019544030613125,4,0.5010204887359366,-0.4196036864428561,4,8,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.6802869429040802,39,<=50K
29773,1.130535233191095,4,0.24926925823647567,-0.03127721644841584,2,13,0,4,1,0.9175346176973586,-0.2179980768942208,-0.03151041920840369,39,>50K
10160,1.9368306731421543,4,-0.06261641989248051,-0.4196036864428561,0,8,1,4,1,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,39,<=50K
18977,-0.11555771946054208,4,0.03892222943134328,-0.4196036864428561,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
27693,-1.581549428462468,4,0.5204159387378013,-1.5845830964261771,4,8,3,4,1,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
18777,1.130535233191095,4,0.3378079195139737,-1.1962566264317367,0,3,3,4,0,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
16907,-1.2883510866620829,0,-0.6274982104171466,-0.03127721644841584,4,0,1,4,0,-0.14571521360410045,-0.2179980768942208,-1.0046752047519185,39,<=50K
6376,-0.6286548176112162,4,-0.10117924993048491,1.133702193534905,4,10,3,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,0,<=50K
31364,1.6436323313417691,6,-0.7286757489619058,-1.9729095664206173,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,1.4282367591068685,39,>50K
6981,1.863531087692058,4,-0.9279043669379439,-0.03127721644841584,2,1,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
13716,-0.7019544030613125,2,0.7983572036346847,1.5220286635293454,4,10,1,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
23061,0.47083896414022836,4,0.8194916871252026,1.133702193534905,2,13,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
3900,1.0572356477409988,4,-0.8102012587933597,1.133702193534905,2,4,0,4,1,-0.14571521360410045,4.494331319733491,1.18494556272099,39,>50K
31987,-1.2150515012119867,4,0.3673049684144088,-0.03127721644841584,4,4,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
12891,0.9106364768408062,4,-1.4059865296737653,-1.1962566264317367,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
21969,0.10434103688974683,1,3.37384679449964,-0.03127721644841584,2,5,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
21508,-0.9951527448616977,4,1.008827770337918,0.7453757235404648,4,1,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
24340,-0.9951527448616977,4,-0.021449791079115543,-0.4196036864428561,4,12,3,2,1,-0.14571521360410045,-0.2179980768942208,-1.3290634665997567,39,<=50K
23954,-0.6286548176112162,0,-0.8368474331222321,1.133702193534905,2,0,5,4,0,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
11314,1.7902315022419617,7,0.04678114033361771,2.298681603518226,2,4,0,4,1,-0.14571521360410045,4.494331319733491,0.779460235411192,39,>50K
23161,-0.2621568903607347,4,0.00920661348042171,-0.4196036864428561,0,10,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
28732,1.4970331604415765,4,-0.5496788375287243,-0.4196036864428561,2,7,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,22,>50K
10161,-1.5082498430123719,0,1.3470555295081132,-0.03127721644841584,4,0,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
17055,-0.9218531594116014,4,-0.07080793282810392,-0.03127721644841584,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
4188,-0.2621568903607347,4,-0.14162365718572065,-0.4196036864428561,2,14,0,4,1,0.2532800729860022,-0.2179980768942208,-0.03151041920840369,39,<=50K
666,-0.8485535739615051,7,0.5664005455771072,-0.03127721644841584,2,14,0,4,1,0.32602583407660674,-0.2179980768942208,-0.03151041920840369,39,<=50K
3266,-0.6286548176112162,4,-0.03316688556823812,1.133702193534905,2,13,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
18271,0.47083896414022836,5,-0.4470188442067525,-0.4196036864428561,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
27842,-1.068452330311794,4,0.3595410866645198,-0.03127721644841584,4,12,3,4,0,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
8472,2.6698265276431172,0,-0.15865288129318836,1.133702193534905,2,0,0,4,1,-0.14571521360410045,-0.2179980768942208,-2.788810644915029,39,<=50K
9911,-1.068452330311794,4,-0.3343902927995499,0.35704925354602446,4,12,4,1,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,35,<=50K
27523,-0.6286548176112162,6,-1.3715764735950038,0.35704925354602446,0,3,1,4,1,-0.14571521360410045,-0.2179980768942208,0.6983631699492324,39,<=50K
12647,-0.8485535739615051,4,-0.7870711631027478,1.133702193534905,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
25475,0.10434103688974683,4,-0.3230248061742534,-0.4196036864428561,5,7,4,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
24071,0.031041451439650522,2,0.4431382320179758,-0.4196036864428561,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.19370455013232282,39,>50K
22415,-1.1417519157618903,7,-0.15028081296803264,1.133702193534905,4,10,3,4,0,-0.14571521360410045,-0.2179980768942208,-1.0857722702138781,39,<=50K
11637,0.9106364768408062,4,-1.1980722471696996,-0.4196036864428561,2,12,0,1,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,1,<=50K
6090,-0.335456475810831,4,1.0939073704685867,-1.9729095664206173,0,8,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
6238,-0.4820556467110236,4,-0.8407816400309885,-0.4196036864428561,4,6,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
15183,-0.4087560612609273,4,-1.1451790209519734,0.35704925354602446,4,12,3,1,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,30,<=50K
7350,-0.18885730491063837,2,0.2628014095361598,-0.03127721644841584,0,11,4,4,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,<=50K
24214,-1.3616506721121793,4,1.200064436598342,-1.1962566264317367,4,8,3,2,1,-0.0635650575436079,-0.2179980768942208,-1.6534517284475951,39,<=50K
17144,-0.7752539885114088,6,-0.0592618908132751,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,18,<=50K
6254,-1.1417519157618903,4,-0.10397310701061632,-0.4196036864428561,4,1,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
18290,-0.7752539885114088,4,2.0962653669147833,-0.03127721644841584,4,3,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
12234,-0.8485535739615051,4,-0.17204248886429435,-0.4196036864428561,4,1,1,4,0,-0.14571521360410045,-0.2179980768942208,0.13068371171551546,39,<=50K
12015,0.5441385495903246,4,-0.05312300756917682,1.5220286635293454,2,10,5,4,0,0.9175346176973586,-0.2179980768942208,-0.43699574651820156,39,>50K
28714,-0.4087560612609273,4,1.0057108141396762,-2.749562506409498,3,3,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,26,<=50K
3818,0.10434103688974683,4,-0.08071947342190347,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.9416543663351111,39,<=50K
6269,-1.068452330311794,4,-0.9789350217689157,1.133702193534905,2,10,2,1,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,30,<=50K
4300,-1.2883510866620829,4,2.3277468792104337,-0.03127721644841584,4,12,1,4,0,-0.14571521360410045,-0.2179980768942208,-2.058937055757393,39,<=50K
5569,0.031041451439650522,4,-0.7436998579540411,1.133702193534905,4,4,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
14388,-1.2883510866620829,4,-0.09540147746545123,-0.4196036864428561,4,8,2,4,0,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
7941,0.9839360622909025,4,-1.0007347093261316,0.35704925354602446,0,8,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.6802869429040802,39,<=50K
27169,-0.9951527448616977,4,1.5588184926837885,-0.03127721644841584,2,1,5,2,0,0.28342945686005505,-0.2179980768942208,-0.03151041920840369,39,>50K
4164,0.9839360622909025,4,1.8048204594639314,0.35704925354602446,2,8,5,4,0,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,>50K
27607,1.570332745891673,4,-1.1220679310918389,-1.9729095664206173,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,0.6983631699492324,39,<=50K
22355,-0.7019544030613125,2,0.8321115585619866,-0.4196036864428561,4,11,4,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
19963,-0.6286548176112162,4,-0.031731945367218246,1.133702193534905,4,13,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.43699574651820156,39,<=50K
19216,2.2300290149425397,4,0.3768744040596208,-0.4196036864428561,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
21833,0.5441385495903246,4,0.11346309656246858,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
